agent_name,agent_id,agency_name,agency_id,commission_period,commission_amount,plan_name,is_adjusted,effective_date,term_date,carrier_name,description
Todd Scott,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Brittany Smith,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Samuel Ochoa,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Patty Jackson,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Brittany Smith,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Ethan Robbins,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Brittany Smith,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Daniel Holland Parks,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
James Scott,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Marvin Carpenter,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Brittany Smith,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Todd Scott,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Tammy Roth,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Todd Scott,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Elizabeth Roth,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Nicole Jonathan Mcclure Dba Ruiz-huff,,Unknown-Name,,2024-06,21.25,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Jerry Mcclure,,Unknown-Name,,2024-01,175.0,,True,,,Healthfirst,
Samuel Ochoa,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Jose Ward Smith,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Patrick De La Evans,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Ethan Robbins,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Carolyn Nelson,,Unknown-Name,,2024-06,25.5,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Todd Martinez,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
James Gregory Martinez,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Stephen Moore,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Stephen Bailey,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Kathy Jones,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst 65 Plus Plan (HMO),True,,,Healthfirst,
Paul Davis,,Unknown-Name,,2024-06,25.5,Healthfirst 65 Plus Plan (HMO),True,,,Healthfirst,
Todd Martinez,,Unknown-Name,,2024-02,175.0,,True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Kathy Jones,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Kevin Parks,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
"Alexis Freeman Anderson Dba Nguyen, Shelton And Odonnell",,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Austin Davis,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Austin Santos,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Cesar White Sanders,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Samuel Ochoa,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
David Lambert,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Diana Hayes Wilson Consulting Cherry Flowers Inc,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Samuel Ochoa,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Ethan Robbins,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst 65 Plus Plan (HMO),True,,,Healthfirst,
Cesar White Sanders,,Unknown-Name,,2024-06,25.5,Healthfirst 65 Plus Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Patrick De La Evans,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
James Gregory Martinez,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Anthony Reid,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Austin Davis,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
"Shelly Johnston Dba Mcgrath, Fernandez And Cohen",,Unknown-Name,,2024-06,21.25,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
"Shelly Johnston Dba Mcgrath, Fernandez And Cohen",,Unknown-Name,,2024-02,175.0,,True,,,Healthfirst,
"Shelly Johnston Dba Mcgrath, Fernandez And Cohen",,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Nicholas Hooper,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
"Alexis Freeman Anderson Dba Nguyen, Shelton And Odonnell",,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Elizabeth Roth,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst 65 Plus Plan (HMO),True,,,Healthfirst,
Cesar White Sanders,,Unknown-Name,,2024-06,25.5,Healthfirst 65 Plus Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Patrick De La Evans,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
James Gregory Martinez,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Joseph Fisher,,Unknown-Name,,2024-02,175.0,,True,,,Healthfirst,
Joseph Fisher,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
James Gregory Martinez,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Daniel Holland Parks,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
James Gregory Martinez,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Pamela Friedman,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
James Gregory Martinez,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Benjamin Hensley,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Tammy Roth,,Unknown-Name,,2024-05,407.0,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-05,58.33,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Kevin Parks,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Kathy Jones,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Patrick De La Evans,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Patty Jackson,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
"Stacey Monroe Dba Dawson, Burns And Kelly",,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
David Crawford,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Joseph M Moore,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Stephen Bailey,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2023-12,14.58,,True,,,Healthfirst,DISENROLLMENT BECAUSE OF ENROLLMENT IN ANOTHER PLAN (13)
Stephen Bailey,,Unknown-Name,,2023-12,50.08,,True,,,Healthfirst,DISENROLLMENT BECAUSE OF ENROLLMENT IN ANOTHER PLAN (13)
Austin Santos,,Unknown-Name,,2024-06,178.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,102.08,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Diana Hayes Wilson Consulting Cherry Flowers Inc,,Unknown-Name,,2024-06,21.25,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Kathy Jones,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
James Scott,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Carolyn Nelson,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Patrick De La Evans,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Samuel Ochoa,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
"Alexis Freeman Anderson Dba Nguyen, Shelton And Odonnell",,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Marvin Carpenter,,Unknown-Name,,2024-01,175.0,,True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Sierra Shelly Ward,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Dillon Reese Parker,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Joseph Fisher,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Sherry K Page Dba Bruce-clark,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Samuel Ochoa,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Anna Evans,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,175.0,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Jacqueline M Howard,,Unknown-Name,,2024-06,611.0,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Todd Scott,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Nicole Jonathan Mcclure Dba Ruiz-huff,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Kevin Parks,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Diana Hayes Wilson Consulting Cherry Flowers Inc,,Unknown-Name,,2024-06,25.5,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Eric Wilson,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Javier Meyers,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
"Shelly Johnston Dba Mcgrath, Fernandez And Cohen",,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Marvin Carpenter,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Marvin Carpenter,,Unknown-Name,,2024-01,175.0,,True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Marvin Carpenter,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Diana Hayes Wilson Consulting Cherry Flowers Inc,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Daniel Holland Parks,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
